time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-09 00:00:00+00:00,4,4,14,9
2022-10-10 00:00:00+00:00,4,4,81,28
2022-10-11 00:00:00+00:00,3,3,79,38
2022-10-12 00:00:00+00:00,4,4,142,53
2022-10-13 00:00:00+00:00,3,3,70,35
2022-10-14 00:00:00+00:00,6,5,95,28
2022-10-15 00:00:00+00:00,4,4,25,8
2022-10-16 00:00:00+00:00,4,4,12,11
2022-10-17 00:00:00+00:00,4,4,78,35
2022-10-18 00:00:00+00:00,3,3,104,60
2022-10-19 00:00:00+00:00,3,3,87,44
2022-10-20 00:00:00+00:00,3,3,155,67
2022-10-21 00:00:00+00:00,4,4,94,43
2022-10-22 00:00:00+00:00,2,2,5,2
