time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-19 00:00:00+00:00,3,3,543,100
2024-01-20 00:00:00+00:00,6,6,110,31
2024-01-21 00:00:00+00:00,3,3,241,27
2024-01-22 00:00:00+00:00,3,3,381,78
2024-01-23 00:00:00+00:00,5,5,536,93
2024-01-24 00:00:00+00:00,4,4,453,68
2024-01-25 00:00:00+00:00,2,2,389,77
2024-01-26 00:00:00+00:00,4,4,224,52
2024-01-27 00:00:00+00:00,3,3,252,22
2024-01-28 00:00:00+00:00,3,3,189,23
2024-01-29 00:00:00+00:00,4,4,181,67
2024-01-30 00:00:00+00:00,4,4,390,75
2024-01-31 00:00:00+00:00,4,4,550,95
2024-02-01 00:00:00+00:00,1,1,499,89
