time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-29 00:00:00+00:00,15,7,130,43
2026-07-30 00:00:00+00:00,15,7,142,41
2026-07-31 00:00:00+00:00,19,10,134,31
2026-08-01 00:00:00+00:00,18,7,76,13
2026-08-02 00:00:00+00:00,17,8,128,14
2026-08-03 00:00:00+00:00,25,14,128,40
2026-08-04 00:00:00+00:00,9,5,129,39
2026-08-05 00:00:00+00:00,14,7,101,28
2026-08-06 00:00:00+00:00,10,8,253,46
2026-08-07 00:00:00+00:00,19,9,111,31
2026-08-08 00:00:00+00:00,15,9,61,11
2026-08-09 00:00:00+00:00,5,5,98,21
2026-08-10 00:00:00+00:00,5,5,137,40
2026-08-11 00:00:00+00:00,9,6,154,46
