time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-23 00:00:00+00:00,23,12,128,65
2025-10-24 00:00:00+00:00,14,9,143,58
2025-10-25 00:00:00+00:00,11,11,73,20
2025-10-26 00:00:00+00:00,12,12,71,27
2025-10-27 00:00:00+00:00,12,12,243,75
2025-10-28 00:00:00+00:00,11,10,190,69
2025-10-29 00:00:00+00:00,36,15,263,62
2025-10-30 00:00:00+00:00,5,5,126,51
2025-10-31 00:00:00+00:00,10,10,97,44
2025-11-01 00:00:00+00:00,9,9,122,24
2025-11-02 00:00:00+00:00,6,6,118,30
2025-11-03 00:00:00+00:00,21,7,150,54
2025-11-04 00:00:00+00:00,18,8,174,50
2025-11-05 00:00:00+00:00,5,3,133,52
