time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,6,5,103,41
2026-08-13 00:00:00+00:00,24,14,152,57
2026-08-14 00:00:00+00:00,8,8,168,38
2026-08-15 00:00:00+00:00,9,9,112,18
2026-08-16 00:00:00+00:00,18,10,257,13
2026-08-17 00:00:00+00:00,16,11,213,34
2026-08-18 00:00:00+00:00,17,13,218,41
2026-08-19 00:00:00+00:00,6,6,174,44
2026-08-20 00:00:00+00:00,25,23,765,53
2026-08-21 00:00:00+00:00,16,11,174,32
2026-08-22 00:00:00+00:00,5,5,193,19
2026-08-23 00:00:00+00:00,13,9,201,16
2026-08-24 00:00:00+00:00,9,7,251,45
2026-08-25 00:00:00+00:00,11,7,228,48
