time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-01 00:00:00+00:00,3,3,27,10
2023-01-02 00:00:00+00:00,3,3,113,40
2023-01-03 00:00:00+00:00,9,7,277,105
2023-01-04 00:00:00+00:00,5,5,290,124
2023-01-05 00:00:00+00:00,6,5,283,118
2023-01-06 00:00:00+00:00,7,6,217,77
2023-01-07 00:00:00+00:00,4,4,52,24
2023-01-08 00:00:00+00:00,6,6,49,21
2023-01-09 00:00:00+00:00,4,4,133,63
2023-01-10 00:00:00+00:00,7,7,172,76
2023-01-11 00:00:00+00:00,4,4,177,62
2023-01-12 00:00:00+00:00,4,4,221,76
2023-01-13 00:00:00+00:00,3,3,272,63
2023-01-14 00:00:00+00:00,4,4,44,19
