time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,12,7,55,12
2025-10-19 00:00:00+00:00,6,6,49,17
2025-10-20 00:00:00+00:00,8,7,125,51
2025-10-21 00:00:00+00:00,28,11,145,56
2025-10-22 00:00:00+00:00,7,7,270,79
2025-10-23 00:00:00+00:00,23,12,128,65
2025-10-24 00:00:00+00:00,14,9,143,58
2025-10-25 00:00:00+00:00,11,11,73,20
2025-10-26 00:00:00+00:00,12,12,71,27
2025-10-27 00:00:00+00:00,12,12,243,75
2025-10-28 00:00:00+00:00,11,10,190,69
2025-10-29 00:00:00+00:00,36,15,263,62
2025-10-30 00:00:00+00:00,5,5,126,51
2025-10-31 00:00:00+00:00,8,8,93,43
