time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-18 00:00:00+00:00,3,2,175,80
2024-12-19 00:00:00+00:00,3,2,273,81
2024-12-20 00:00:00+00:00,6,6,539,65
2024-12-21 00:00:00+00:00,1,1,761,28
2024-12-22 00:00:00+00:00,3,3,2280,32
2024-12-23 00:00:00+00:00,4,3,783,62
2024-12-24 00:00:00+00:00,2,2,113,43
2024-12-25 00:00:00+00:00,1,1,1523,34
2024-12-26 00:00:00+00:00,1,1,1047,61
2024-12-27 00:00:00+00:00,3,3,619,51
2024-12-28 00:00:00+00:00,4,3,1765,22
2024-12-29 00:00:00+00:00,4,3,1351,31
2024-12-30 00:00:00+00:00,5,3,584,48
2024-12-31 00:00:00+00:00,2,2,454,26
