time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-25 00:00:00+00:00,1,1,1523,34
2024-12-26 00:00:00+00:00,1,1,1047,61
2024-12-27 00:00:00+00:00,3,3,619,51
2024-12-28 00:00:00+00:00,4,3,1765,22
2024-12-29 00:00:00+00:00,4,3,1351,31
2024-12-30 00:00:00+00:00,5,3,584,48
2024-12-31 00:00:00+00:00,3,3,459,29
2025-01-01 00:00:00+00:00,6,3,568,17
2025-01-02 00:00:00+00:00,3,3,271,47
2025-01-03 00:00:00+00:00,3,3,386,56
2025-01-04 00:00:00+00:00,1,1,371,18
2025-01-05 00:00:00+00:00,6,2,1504,26
2025-01-06 00:00:00+00:00,3,3,800,80
2025-01-07 00:00:00+00:00,2,2,370,67
