time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-26 00:00:00+00:00,6,6,63,37
2022-08-27 00:00:00+00:00,4,4,12,7
2022-08-28 00:00:00+00:00,3,3,35,18
2022-08-29 00:00:00+00:00,3,3,113,52
2022-08-30 00:00:00+00:00,3,3,110,45
2022-08-31 00:00:00+00:00,5,5,64,32
2022-09-01 00:00:00+00:00,4,4,91,40
2022-09-02 00:00:00+00:00,3,3,53,28
2022-09-03 00:00:00+00:00,3,3,23,9
2022-09-04 00:00:00+00:00,5,5,23,11
2022-09-05 00:00:00+00:00,3,3,83,33
2022-09-06 00:00:00+00:00,3,3,99,43
2022-09-07 00:00:00+00:00,3,3,52,32
2022-09-08 00:00:00+00:00,4,3,100,38
