time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-24 00:00:00+00:00,3,3,221,12
2023-12-25 00:00:00+00:00,5,5,29,15
2023-12-26 00:00:00+00:00,3,3,250,29
2023-12-27 00:00:00+00:00,4,4,188,36
2023-12-28 00:00:00+00:00,3,3,210,23
2023-12-29 00:00:00+00:00,6,5,255,27
2023-12-30 00:00:00+00:00,4,4,1024,20
2023-12-31 00:00:00+00:00,3,3,127,9
2024-01-01 00:00:00+00:00,4,4,55,19
2024-01-02 00:00:00+00:00,3,3,451,63
2024-01-03 00:00:00+00:00,3,3,238,57
2024-01-04 00:00:00+00:00,4,4,205,56
2024-01-05 00:00:00+00:00,5,5,187,42
2024-01-06 00:00:00+00:00,2,2,152,17
