time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-04 00:00:00+00:00,3,3,266,26
2024-02-05 00:00:00+00:00,5,5,369,78
2024-02-06 00:00:00+00:00,9,7,1062,169
2024-02-07 00:00:00+00:00,4,4,1688,209
2024-02-08 00:00:00+00:00,3,3,580,123
2024-02-09 00:00:00+00:00,3,3,633,108
2024-02-10 00:00:00+00:00,4,4,327,34
2024-02-11 00:00:00+00:00,3,3,123,31
2024-02-12 00:00:00+00:00,6,6,295,75
2024-02-13 00:00:00+00:00,4,4,513,101
2024-02-14 00:00:00+00:00,3,3,507,102
2024-02-15 00:00:00+00:00,4,4,1358,97
2024-02-16 00:00:00+00:00,6,5,442,94
2024-02-17 00:00:00+00:00,3,3,197,26
