time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,9,9,175,29
2025-10-13 00:00:00+00:00,14,12,164,59
2025-10-14 00:00:00+00:00,22,7,186,74
2025-10-15 00:00:00+00:00,13,8,169,59
2025-10-16 00:00:00+00:00,12,7,65,44
2025-10-17 00:00:00+00:00,21,11,91,46
2025-10-18 00:00:00+00:00,12,7,55,12
2025-10-19 00:00:00+00:00,6,6,49,17
2025-10-20 00:00:00+00:00,8,7,125,51
2025-10-21 00:00:00+00:00,28,11,145,56
2025-10-22 00:00:00+00:00,7,7,270,79
2025-10-23 00:00:00+00:00,23,12,128,65
2025-10-24 00:00:00+00:00,14,9,143,58
2025-10-25 00:00:00+00:00,5,5,69,18
