time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,36,12,91,43
2026-06-26 00:00:00+00:00,23,11,90,27
2026-06-27 00:00:00+00:00,23,10,80,16
2026-06-28 00:00:00+00:00,12,7,65,17
2026-06-29 00:00:00+00:00,16,10,63,27
2026-06-30 00:00:00+00:00,21,7,42,26
2026-07-01 00:00:00+00:00,17,10,70,36
2026-07-02 00:00:00+00:00,20,9,90,36
2026-07-03 00:00:00+00:00,21,11,83,25
2026-07-04 00:00:00+00:00,22,12,85,21
2026-07-05 00:00:00+00:00,29,15,72,12
2026-07-06 00:00:00+00:00,22,13,63,28
2026-07-07 00:00:00+00:00,18,8,52,27
2026-07-08 00:00:00+00:00,51,23,44,28
