time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,12,7,364,84
2023-09-14 00:00:00+00:00,11,8,348,81
2023-09-15 00:00:00+00:00,6,5,312,60
2023-09-16 00:00:00+00:00,8,7,39,10
2023-09-17 00:00:00+00:00,12,7,76,12
2023-09-18 00:00:00+00:00,7,6,369,73
2023-09-19 00:00:00+00:00,6,5,417,78
2023-09-20 00:00:00+00:00,5,4,442,82
2023-09-21 00:00:00+00:00,5,4,318,85
2023-09-22 00:00:00+00:00,5,4,359,67
2023-09-23 00:00:00+00:00,5,4,40,14
2023-09-24 00:00:00+00:00,4,4,551,151
2023-09-25 00:00:00+00:00,9,8,1020,232
2023-09-26 00:00:00+00:00,4,4,476,106
