time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-10 00:00:00+00:00,26,11,37,16
2026-07-11 00:00:00+00:00,17,8,72,22
2026-07-12 00:00:00+00:00,15,10,64,22
2026-07-13 00:00:00+00:00,16,11,165,34
2026-07-14 00:00:00+00:00,22,12,62,26
2026-07-15 00:00:00+00:00,21,11,79,40
2026-07-16 00:00:00+00:00,10,6,49,26
2026-07-17 00:00:00+00:00,11,7,78,30
2026-07-18 00:00:00+00:00,30,12,69,15
2026-07-19 00:00:00+00:00,21,12,110,9
2026-07-20 00:00:00+00:00,25,12,175,37
2026-07-21 00:00:00+00:00,25,14,98,30
2026-07-22 00:00:00+00:00,15,10,115,33
2026-07-23 00:00:00+00:00,12,7,172,27
