time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-31 00:00:00+00:00,5,5,64,32
2022-09-01 00:00:00+00:00,4,4,91,40
2022-09-02 00:00:00+00:00,3,3,53,28
2022-09-03 00:00:00+00:00,3,3,23,9
2022-09-04 00:00:00+00:00,5,5,23,11
2022-09-05 00:00:00+00:00,3,3,83,33
2022-09-06 00:00:00+00:00,3,3,99,43
2022-09-07 00:00:00+00:00,3,3,52,32
2022-09-08 00:00:00+00:00,5,4,102,40
2022-09-09 00:00:00+00:00,4,4,57,31
2022-09-10 00:00:00+00:00,3,3,10,8
2022-09-11 00:00:00+00:00,3,3,13,10
2022-09-12 00:00:00+00:00,4,4,77,35
2022-09-13 00:00:00+00:00,3,3,116,47
