time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-21 00:00:00+00:00,57,25,94,42
2026-04-22 00:00:00+00:00,88,29,106,55
2026-04-23 00:00:00+00:00,98,31,130,46
2026-04-24 00:00:00+00:00,89,29,76,51
2026-04-25 00:00:00+00:00,276,29,59,16
2026-04-26 00:00:00+00:00,37,15,51,15
2026-04-27 00:00:00+00:00,38,17,117,48
2026-04-28 00:00:00+00:00,42,15,102,53
2026-04-29 00:00:00+00:00,20,6,66,43
2026-04-30 00:00:00+00:00,51,15,99,47
2026-05-01 00:00:00+00:00,45,11,61,32
2026-05-02 00:00:00+00:00,41,14,64,20
2026-05-03 00:00:00+00:00,39,13,34,19
2026-05-04 00:00:00+00:00,25,10,102,55
