time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,24,12,110,44
2026-02-04 00:00:00+00:00,14,6,120,61
2026-02-05 00:00:00+00:00,19,10,203,71
2026-02-06 00:00:00+00:00,11,8,60,36
2026-02-07 00:00:00+00:00,24,11,47,18
2026-02-08 00:00:00+00:00,16,8,69,27
2026-02-09 00:00:00+00:00,11,7,150,64
2026-02-10 00:00:00+00:00,14,10,124,54
2026-02-11 00:00:00+00:00,17,7,96,49
2026-02-12 00:00:00+00:00,18,9,157,75
2026-02-13 00:00:00+00:00,14,7,80,32
2026-02-14 00:00:00+00:00,11,4,20,13
2026-02-15 00:00:00+00:00,15,10,55,21
2026-02-16 00:00:00+00:00,25,14,101,49
