time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-15 00:00:00+00:00,13,10,147,65
2025-12-16 00:00:00+00:00,11,7,107,43
2025-12-17 00:00:00+00:00,5,5,108,56
2025-12-18 00:00:00+00:00,9,5,105,52
2025-12-19 00:00:00+00:00,14,14,77,44
2025-12-20 00:00:00+00:00,14,6,47,13
2025-12-21 00:00:00+00:00,16,8,74,18
2025-12-22 00:00:00+00:00,6,6,95,41
2025-12-23 00:00:00+00:00,13,9,71,37
2025-12-24 00:00:00+00:00,17,6,61,27
2025-12-25 00:00:00+00:00,7,5,61,20
2025-12-26 00:00:00+00:00,10,4,60,34
2025-12-27 00:00:00+00:00,11,5,46,13
2025-12-28 00:00:00+00:00,1,1,54,17
