time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-19 00:00:00+00:00,3,3,62,19
2022-07-20 00:00:00+00:00,3,3,58,16
2022-07-21 00:00:00+00:00,5,5,91,24
2022-07-22 00:00:00+00:00,4,4,39,20
2022-07-23 00:00:00+00:00,3,3,26,8
2022-07-24 00:00:00+00:00,6,6,8,5
2022-07-25 00:00:00+00:00,3,3,36,13
2022-07-26 00:00:00+00:00,5,5,630,74
2022-07-27 00:00:00+00:00,4,4,981,142
2022-07-28 00:00:00+00:00,9,7,304,127
2022-07-29 00:00:00+00:00,4,4,185,68
2022-07-30 00:00:00+00:00,4,4,39,18
2022-07-31 00:00:00+00:00,4,4,66,23
2022-08-01 00:00:00+00:00,2,2,246,84
